Id,BlockedDefinite__c,GroupAvailable__c
a4JKa000000kSTBMA2,10,10
a4JKa000000kSTCMA2,15,5
a4JKa000000kSTDMA2,5,15
a4JKa000000kSTEMA2,10,10
a4JKa000000kSTFMA2,15,5
a4JKa000000kSTGMA2,5,15
a4JKa000000kSTHMA2,15,5
a4JKa000000kSTIMA2,5,15
a4JKa000000kSTJMA2,5,15
a4JKa000000kSTKMA2,5,15
a4JKa000000kSTLMA2,15,5
a4JKa000000kSTMMA2,5,15
a4JKa000000kSTNMA2,15,5
a4JKa000000kSTOMA2,5,15
a4JKa000000kSTPMA2,5,15
a4JKa000000kSTQMA2,15,5
a4JKa000000kSTRMA2,5,15
a4JKa000000kSTSMA2,15,5
a4JKa000000kSTTMA2,5,15
a4JKa000000kSTUMA2,10,10
a4JKa000000kSTVMA2,10,10
a4JKa000000kSTWMA2,15,5
a4JKa000000kSTXMA2,5,15
a4JKa000000kSTYMA2,10,10
a4JKa000000kSTZMA2,15,5
a4JKa000000kSTaMAM,10,10
a4JKa000000kSTbMAM,10,10
a4JKa000000kSTcMAM,5,15
a4JKa000000kSTdMAM,5,15
a4JKa000000kSTeMAM,5,15
a4JKa000000kSTfMAM,15,5
a4JKa000000kSTgMAM,5,15
a4JKa000000kSThMAM,5,15
a4JKa000000kSTiMAM,10,10
a4JKa000000kSTjMAM,5,15
a4JKa000000kSTkMAM,10,10
a4JKa000000kSTlMAM,5,15
a4JKa000000kSTmMAM,15,5
a4JKa000000kSTnMAM,10,10
a4JKa000000kSToMAM,5,15
a4JKa000000kSTpMAM,5,15
a4JKa000000kSTqMAM,15,5
a4JKa000000kSTrMAM,10,10
a4JKa000000kSTsMAM,5,15
a4JKa000000kSTtMAM,15,5
a4JKa000000kSTuMAM,5,15
a4JKa000000kSTvMAM,5,15
a4JKa000000kSTwMAM,10,10
a4JKa000000kSTxMAM,10,10
a4JKa000000kSTyMAM,10,10
a4JKa000000kSTzMAM,5,15
a4JKa000000kSU0MAM,5,15
a4JKa000000kSU1MAM,10,10
a4JKa000000kSU2MAM,5,15
a4JKa000000kSU3MAM,15,5
a4JKa000000kSU4MAM,10,10
a4JKa000000kSU5MAM,15,5
a4JKa000000kSU6MAM,5,15
a4JKa000000kSU7MAM,15,5
a4JKa000000kSU8MAM,10,10
a4JKa000000kSU9MAM,15,5
a4JKa000000kSUAMA2,5,15
a4JKa000000kSUBMA2,5,15
a4JKa000000kSUCMA2,15,5
a4JKa000000kSUDMA2,15,5
a4JKa000000kSUEMA2,10,10
a4JKa000000kSUFMA2,10,10
a4JKa000000kSUGMA2,15,5
a4JKa000000kSUHMA2,10,10
a4JKa000000kSUIMA2,10,10
a4JKa000000kSUJMA2,10,10
a4JKa000000kSUKMA2,5,15
a4JKa000000kSULMA2,10,10
a4JKa000000kSUMMA2,5,15
a4JKa000000kSUNMA2,15,5
a4JKa000000kSUOMA2,10,10
a4JKa000000kSUPMA2,15,5
a4JKa000000kSUQMA2,5,15
a4JKa000000kSURMA2,15,5
a4JKa000000kSUSMA2,5,15
a4JKa000000kSUTMA2,15,5
a4JKa000000kSUUMA2,5,15
a4JKa000000kSUVMA2,10,10
a4JKa000000kSUWMA2,5,15
a4JKa000000kSUXMA2,15,5
a4JKa000000kSUYMA2,5,15
a4JKa000000kSUZMA2,10,10
a4JKa000000kSUaMAM,15,5
a4JKa000000kSUbMAM,10,10
a4JKa000000kSUcMAM,15,5
a4JKa000000kSUdMAM,15,5
a4JKa000000kSUeMAM,5,15
a4JKa000000kSUfMAM,15,5
a4JKa000000kSUgMAM,15,5
a4JKa000000kSUhMAM,5,15
a4JKa000000kSUiMAM,10,10
a4JKa000000kSUjMAM,5,15
a4JKa000000kSUkMAM,10,10
a4JKa000000kSUlMAM,15,5
a4JKa000000kSUmMAM,10,10
a4JKa000000kSUnMAM,15,5
a4JKa000000kSUoMAM,5,15
a4JKa000000kSUpMAM,10,10
a4JKa000000kSUqMAM,10,10
a4JKa000000kSUrMAM,15,5
a4JKa000000kSUsMAM,10,10
a4JKa000000kSUtMAM,5,15
a4JKa000000kSUuMAM,15,5
a4JKa000000kSUvMAM,5,15
a4JKa000000kSUwMAM,10,10
a4JKa000000kSUxMAM,5,15
a4JKa000000kSUyMAM,10,10
a4JKa000000kSUzMAM,5,15
a4JKa000000kSV0MAM,5,15
a4JKa000000kSV1MAM,5,15
a4JKa000000kSV2MAM,5,15
a4JKa000000kSV3MAM,5,15
a4JKa000000kSV4MAM,10,10
a4JKa000000kSV5MAM,15,5
a4JKa000000kSV6MAM,10,10
a4JKa000000kSV7MAM,15,5
a4JKa000000kSV8MAM,10,10
a4JKa000000kSV9MAM,15,5
a4JKa000000kSVAMA2,10,10
a4JKa000000kSVBMA2,5,15
a4JKa000000kSVCMA2,15,5
a4JKa000000kSVDMA2,5,15
a4JKa000000kSVEMA2,15,5
a4JKa000000kSVFMA2,15,5
a4JKa000000kSVGMA2,5,15
a4JKa000000kSVHMA2,15,5
a4JKa000000kSVIMA2,10,10
a4JKa000000kSVJMA2,15,5
a4JKa000000kSVKMA2,15,5
a4JKa000000kSVLMA2,15,5
a4JKa000000kSVMMA2,15,5
a4JKa000000kSVNMA2,10,10
a4JKa000000kSVOMA2,10,10
a4JKa000000kSVPMA2,10,10
a4JKa000000kSVQMA2,5,15
a4JKa000000kSVRMA2,5,15
a4JKa000000kSVSMA2,5,15
a4JKa000000kSVTMA2,15,5
a4JKa000000kSVUMA2,10,10
a4JKa000000kSVVMA2,15,5
a4JKa000000kSVWMA2,5,15
a4JKa000000kSVXMA2,15,5
a4JKa000000kSVYMA2,15,5
a4JKa000000kSVZMA2,15,5
a4JKa000000kSVaMAM,5,15
a4JKa000000kSVbMAM,10,10
a4JKa000000kSVcMAM,15,5
a4JKa000000kSVdMAM,5,15
a4JKa000000kSVeMAM,5,15
a4JKa000000kSVfMAM,15,5
a4JKa000000kSVgMAM,5,15
a4JKa000000kSVhMAM,15,5
a4JKa000000kSViMAM,15,5
a4JKa000000kSVjMAM,10,10
a4JKa000000kSVkMAM,5,15
a4JKa000000kSVlMAM,15,5
a4JKa000000kSVmMAM,15,5
a4JKa000000kSVnMAM,15,5
a4JKa000000kSVoMAM,5,15
a4JKa000000kSVpMAM,5,15
a4JKa000000kSVqMAM,10,10
a4JKa000000kSVrMAM,15,5
a4JKa000000kSVsMAM,15,5
a4JKa000000kSVtMAM,10,10
a4JKa000000kSVuMAM,15,5
a4JKa000000kSVvMAM,10,10
a4JKa000000kSVwMAM,15,5
a4JKa000000kSVxMAM,10,10
a4JKa000000kSVyMAM,5,15
a4JKa000000kSVzMAM,15,5
a4JKa000000kSW0MAM,10,10
a4JKa000000kSW1MAM,5,15
a4JKa000000kSW2MAM,15,5
a4JKa000000kSW3MAM,5,15
a4JKa000000kSW4MAM,15,5
a4JKa000000kSW5MAM,10,10
a4JKa000000kSW6MAM,5,15
a4JKa000000kSW7MAM,10,10
a4JKa000000kSW8MAM,5,15
a4JKa000000kSW9MAM,10,10
a4JKa000000kSWAMA2,5,15
a4JKa000000kSWBMA2,10,10
a4JKa000000kSWCMA2,5,15
a4JKa000000kSWDMA2,5,15
a4JKa000000kSWEMA2,5,15
a4JKa000000kSWFMA2,5,15
a4JKa000000kSWGMA2,15,5
a4JKa000000kSWHMA2,10,10
a4JKa000000kSWIMA2,15,5
a4JKa000000kSWJMA2,5,15
a4JKa000000kSWKMA2,15,5
a4JKa000000kSWLMA2,5,15
a4JKa000000kSWMMA2,15,5
a4JKa000000kSWNMA2,10,10
a4JKa000000kSWOMA2,15,5
a4JKa000000kSWPMA2,5,15
a4JKa000000kSWQMA2,15,5
a4JKa000000kSWRMA2,5,15
a4JKa000000kSWSMA2,5,15
a4JKa000000kSWTMA2,15,5
a4JKa000000kSWUMA2,5,15
a4JKa000000kSWVMA2,15,5
a4JKa000000kSWWMA2,5,15
a4JKa000000kSWXMA2,10,10
a4JKa000000kSWYMA2,10,10
a4JKa000000kSWZMA2,15,5
a4JKa000000kSWaMAM,10,10
a4JKa000000kSWbMAM,10,10
a4JKa000000kSWcMAM,10,10
a4JKa000000kSWdMAM,5,15
a4JKa000000kSWeMAM,15,5
a4JKa000000kSWfMAM,5,15
a4JKa000000kSWgMAM,15,5
a4JKa000000kSWhMAM,10,10
a4JKa000000kSWiMAM,10,10
a4JKa000000kSWjMAM,5,15
a4JKa000000kSWkMAM,5,15
a4JKa000000kSWlMAM,5,15
a4JKa000000kSWmMAM,5,15
a4JKa000000kSWnMAM,5,15
a4JKa000000kSWoMAM,5,15
a4JKa000000kSWpMAM,5,15
a4JKa000000kSWqMAM,5,15
a4JKa000000kSWrMAM,5,15
a4JKa000000kSWsMAM,5,15
a4JKa000000kSWtMAM,10,10
a4JKa000000kSWuMAM,10,10
a4JKa000000kSWvMAM,10,10
a4JKa000000kSWwMAM,5,15
a4JKa000000kSWxMAM,15,5
a4JKa000000kSWyMAM,5,15
a4JKa000000kSWzMAM,15,5
